code,industry,update_date
sz002810,化学制品,2025-12-12
sz002811,建筑装饰,2025-12-12
sz002813,汽车零部件,2025-12-12
sz002815,元件,2025-12-12
sz002817,医疗器械,2025-12-12
sz002818,零售,2025-12-12
sz002819,通用设备,2025-12-12
sz002820,食品加工制造,2025-12-12
sz002823,电机,2025-12-12
sz002824,工业金属,2025-12-12
sz002825,塑料制品,2025-12-12
sz002826,化学制药,2025-12-12
sz002828,油气开采及服务,2025-12-12
sz002829,军工装备,2025-12-12
sz002830,建筑装饰,2025-12-12
sz002831,包装印刷,2025-12-12
sz002832,服装家纺,2025-12-12
sz002833,专用设备,2025-12-12
sz002835,计算机设备,2025-12-12
sz002836,包装印刷,2025-12-12
sz002838,塑料制品,2025-12-12
sz002839,银行,2025-12-12
sz002840,食品加工制造,2025-12-12
sz002842,小金属,2025-12-12
sz002843,通用设备,2025-12-12
sz002845,光学光电子,2025-12-12
sz002846,包装印刷,2025-12-12
sz002849,通用设备,2025-12-12
sz002852,农产品加工,2025-12-12
sz002855,消费电子,2025-12-12
sz002856,建筑装饰,2025-12-12
sz002857,电网设备,2025-12-12
sz002858,其他社会服务,2025-12-12
sz002859,其他电子,2025-12-12
sz002860,白色家电,2025-12-12
sz002861,消费电子,2025-12-12
sz002863,汽车零部件,2025-12-12
sz002866,消费电子,2025-12-12
sz002867,服装家纺,2025-12-12
sz002869,计算机设备,2025-12-12
sz002871,通用设备,2025-12-12
sz002873,中药,2025-12-12
sz002875,服装家纺,2025-12-12
sz002876,光学光电子,2025-12-12
sz002877,通用设备,2025-12-12
sz002878,文化传媒,2025-12-12
sz002879,电网设备,2025-12-12
sz002880,生物制品,2025-12-12
sz002883,建筑装饰,2025-12-12
sz002884,通用设备,2025-12-12
sz002885,其他电子,2025-12-12
sz002886,塑料制品,2025-12-12
sz002887,环境治理,2025-12-12
sz002888,消费电子,2025-12-12
sz002889,物流,2025-12-12
sz002890,专用设备,2025-12-12
sz002892,电机,2025-12-12
sz002893,电力,2025-12-12
sz002899,家居用品,2025-12-12
sz002900,化学制药,2025-12-12
sz002902,通信设备,2025-12-12
sz002903,通用设备,2025-12-12
sz002905,影视院线,2025-12-12
sz002906,汽车零部件,2025-12-12
sz002907,中药,2025-12-12
sz002908,IT服务,2025-12-12
sz002909,化学制品,2025-12-12
sz002910,饮料制造,2025-12-12
sz002911,燃气,2025-12-12
sz002915,化学制品,2025-12-12
sz002917,化学制品,2025-12-12
sz002918,家居用品,2025-12-12
sz002919,游戏,2025-12-12
sz002921,汽车零部件,2025-12-12
sz002923,化学制药,2025-12-12
sz002925,消费电子,2025-12-12
sz002926,证券,2025-12-12
sz002928,机场航运,2025-12-12
sz002930,物流,2025-12-12
sz002931,通用设备,2025-12-12
sz002932,医疗器械,2025-12-12
sz002935,军工电子,2025-12-12
sz002936,银行,2025-12-12
sz002937,汽车零部件,2025-12-12
sz002939,证券,2025-12-12
sz002941,建筑装饰,2025-12-12
sz002942,农化制品,2025-12-12
sz002945,证券,2025-12-12
sz002946,饮料制造,2025-12-12
sz002948,银行,2025-12-12
sz002949,建筑装饰,2025-12-12
sz002950,医疗器械,2025-12-12
sz002951,其他电源设备,2025-12-12
sz002952,光学光电子,2025-12-12
sz002953,电网设备,2025-12-12
sz002955,光学光电子,2025-12-12
sz002956,食品加工制造,2025-12-12
sz002957,自动化设备,2025-12-12
sz002958,银行,2025-12-12
sz002960,专用设备,2025-12-12
sz002961,多元金融,2025-12-12
sz002962,光学光电子,2025-12-12
sz002963,建筑装饰,2025-12-12
sz002966,银行,2025-12-12
sz002967,其他社会服务,2025-12-12
sz002968,房地产,2025-12-12
sz002972,轨交设备,2025-12-12
sz002973,环境治理,2025-12-12
sz002976,汽车零部件,2025-12-12
sz002980,电网设备,2025-12-12
sz002981,消费电子,2025-12-12
sz002982,养殖业,2025-12-12
sz002983,光学光电子,2025-12-12
sz002984,汽车零部件,2025-12-12
sz002985,军工装备,2025-12-12
sz002986,石油加工贸易,2025-12-12
sz002987,软件开发,2025-12-12
sz002990,计算机设备,2025-12-12
sz002995,文化传媒,2025-12-12
sz002996,工业金属,2025-12-12
sz002998,化学纤维,2025-12-12
sz002999,农化制品,2025-12-12
sz003000,食品加工制造,2025-12-12
sz003001,建筑装饰,2025-12-12
sz003002,化学制品,2025-12-12
sz003003,包装印刷,2025-12-12
sz003005,IT服务,2025-12-12
sz003006,美容护理,2025-12-12
sz003008,其他社会服务,2025-12-12
sz003011,家居用品,2025-12-12
sz003012,家居用品,2025-12-12
sz003013,建筑装饰,2025-12-12
sz003015,光学光电子,2025-12-12
sz003016,服装家纺,2025-12-12
sz003018,包装印刷,2025-12-12
sz003020,化学制药,2025-12-12
sz003022,光伏设备,2025-12-12
sz003023,小家电,2025-12-12
sz003025,通用设备,2025-12-12
sz003027,环境治理,2025-12-12
sz003028,白色家电,2025-12-12
sz003029,软件开发,2025-12-12
sz003030,农产品加工,2025-12-12
sz003035,电力,2025-12-12
sz003036,专用设备,2025-12-12
sz003037,建筑材料,2025-12-12
sz003038,工业金属,2025-12-12
sz003039,环境治理,2025-12-12
sz003040,通信设备,2025-12-12
sz003042,农化制品,2025-12-12
sz003816,电力,2025-12-12
sh600000,银行,2025-12-12
sh600004,机场航运,2025-12-12
sh600006,汽车整车,2025-12-12
sh600007,房地产,2025-12-12
sh600008,环境治理,2025-12-12
sh600010,钢铁,2025-12-12
sh600011,电力,2025-12-12
sh600012,公路铁路运输,2025-12-12
sh600015,银行,2025-12-12
sh600016,银行,2025-12-12
sh600017,港口航运,2025-12-12
sh600018,港口航运,2025-12-12
sh600019,钢铁,2025-12-12
sh600020,公路铁路运输,2025-12-12
sh600021,电力,2025-12-12
sh600022,钢铁,2025-12-12
sh600023,电力,2025-12-12
sh600025,电力,2025-12-12
sh600026,港口航运,2025-12-12
sh600027,电力,2025-12-12
sh600028,石油加工贸易,2025-12-12
sh600029,机场航运,2025-12-12
sh600030,证券,2025-12-12
sh600031,工程机械,2025-12-12
sh600032,电力,2025-12-12
sh600033,公路铁路运输,2025-12-12
sh600035,公路铁路运输,2025-12-12
sh600037,文化传媒,2025-12-12
sh600039,建筑装饰,2025-12-12
sh600048,房地产,2025-12-12
sh600050,通信服务,2025-12-12
sh600051,综合,2025-12-12
sh600052,电力,2025-12-12
sh600053,多元金融,2025-12-12
sh600054,旅游及酒店,2025-12-12
sh600055,医疗器械,2025-12-12
sh600056,医药商业,2025-12-12
sh600057,物流,2025-12-12
sh600058,贸易,2025-12-12
sh600059,饮料制造,2025-12-12
sh600060,黑色家电,2025-12-12
sh600061,证券,2025-12-12
sh600062,化学制药,2025-12-12
sh600063,化学纤维,2025-12-12
sh600064,房地产,2025-12-12
sh600067,电网设备,2025-12-12
sh600071,光学光电子,2025-12-12
sh600072,风电设备,2025-12-12
sh600073,食品加工制造,2025-12-12
sh600075,化学原料,2025-12-12
sh600076,包装印刷,2025-12-12
sh600078,农化制品,2025-12-12
sh600079,化学制药,2025-12-12
sh600080,中药,2025-12-12
sh600081,汽车零部件,2025-12-12
sh600082,房地产,2025-12-12
sh600084,饮料制造,2025-12-12
sh600088,影视院线,2025-12-12
sh600089,综合,2025-12-12
sh600094,房地产,2025-12-12
sh600095,证券,2025-12-12
sh600096,农化制品,2025-12-12
sh600097,养殖业,2025-12-12
sh600098,电力,2025-12-12
sh600099,汽车服务及其他,2025-12-12
sh600100,计算机设备,2025-12-12
sh600101,电力,2025-12-12
sh600103,造纸,2025-12-12
sh600104,汽车整车,2025-12-12
sh600105,通信设备,2025-12-12
sh600106,公路铁路运输,2025-12-12
sh600108,种植业与林业,2025-12-12
sh600109,证券,2025-12-12
sh600110,电池,2025-12-12
sh600115,机场航运,2025-12-12
sh600116,电力,2025-12-12
sh600117,钢铁,2025-12-12
sh600119,物流,2025-12-12
sh600120,多元金融,2025-12-12
sh600121,煤炭开采加工,2025-12-12
sh600123,煤炭开采加工,2025-12-12
sh600125,公路铁路运输,2025-12-12
sh600126,钢铁,2025-12-12
sh600127,农产品加工,2025-12-12
sh600128,贸易,2025-12-12
sh600129,中药,2025-12-12
sh600131,IT服务,2025-12-12
sh600133,环境治理,2025-12-12
sh600135,塑料制品,2025-12-12
sh600137,服装家纺,2025-12-12
sh600138,旅游及酒店,2025-12-12
sh600143,塑料制品,2025-12-12
sh600148,汽车零部件,2025-12-12
sh600149,电力,2025-12-12
sh600152,电池,2025-12-12
sh600153,物流,2025-12-12
sh600155,证券,2025-12-12
sh600156,纺织制造,2025-12-12
sh600157,电力,2025-12-12
sh600158,其他社会服务,2025-12-12
sh600159,房地产,2025-12-12
sh600161,生物制品,2025-12-12
sh600162,房地产,2025-12-12
sh600163,电力,2025-12-12
sh600166,汽车整车,2025-12-12
sh600167,电力,2025-12-12
sh600168,环境治理,2025-12-12
sh600170,建筑装饰,2025-12-12
sh600172,通用设备,2025-12-12
sh600173,房地产,2025-12-12
sh600176,建筑材料,2025-12-12
sh600177,服装家纺,2025-12-12
sh600178,汽车零部件,2025-12-12
sh600179,港口航运,2025-12-12
sh600180,物流,2025-12-12
sh600182,汽车零部件,2025-12-12
sh600184,军工装备,2025-12-12
sh600185,零售,2025-12-12
sh600186,食品加工制造,2025-12-12
sh600187,环境治理,2025-12-12
sh600188,煤炭开采加工,2025-12-12
sh600189,饮料制造,2025-12-12
sh600191,农产品加工,2025-12-12
sh600195,养殖业,2025-12-12
sh600196,化学制药,2025-12-12
sh600197,白酒,2025-12-12
sh600198,通信设备,2025-12-12
sh600199,白酒,2025-12-12
sh600200,化学制药,2025-12-12
sh600201,养殖业,2025-12-12
sh600202,通用设备,2025-12-12
sh600203,消费电子,2025-12-12
sh600206,半导体,2025-12-12
sh600207,光伏设备,2025-12-12
sh600208,房地产,2025-12-12
sh600210,包装印刷,2025-12-12
sh600212,其他电源设备,2025-12-12
sh600215,自动化设备,2025-12-12
sh600216,化学制药,2025-12-12
sh600217,环境治理,2025-12-12
sh600218,汽车零部件,2025-12-12
sh600219,工业金属,2025-12-12
sh600221,机场航运,2025-12-12
sh600222,中药,2025-12-12
sh600223,美容护理,2025-12-12
sh600226,电力,2025-12-12
sh600227,农化制品,2025-12-12
sh600229,文化传媒,2025-12-12
sh600230,化学制品,2025-12-12
sh600232,纺织制造,2025-12-12
sh600233,物流,2025-12-12
sh600234,建筑装饰,2025-12-12
sh600235,造纸,2025-12-12
sh600236,电力,2025-12-12
sh600237,元件,2025-12-12
sh600239,零售,2025-12-12
sh600241,电池,2025-12-12
sh600246,房地产,2025-12-12
sh600248,建筑装饰,2025-12-12
sh600249,美容护理,2025-12-12
sh600250,旅游及酒店,2025-12-12
sh600251,农产品加工,2025-12-12
sh600252,中药,2025-12-12
sh600255,金属新材料,2025-12-12
sh600256,油气开采及服务,2025-12-12
sh600257,养殖业,2025-12-12
sh600258,旅游及酒店,2025-12-12
sh600261,光学光电子,2025-12-12
sh600262,专用设备,2025-12-12
sh600266,房地产,2025-12-12
sh600267,化学制药,2025-12-12
sh600268,电网设备,2025-12-12
sh600269,公路铁路运输,2025-12-12
sh600271,IT服务,2025-12-12
sh600272,医药商业,2025-12-12
sh600273,化学制品,2025-12-12
sh600278,贸易,2025-12-12
sh600279,港口航运,2025-12-12
sh600280,零售,2025-12-12
sh600282,钢铁,2025-12-12
sh600283,环境治理,2025-12-12
sh600284,建筑装饰,2025-12-12
sh600285,中药,2025-12-12
sh600287,贸易,2025-12-12
sh600288,软件开发,2025-12-12
sh600292,电力,2025-12-12
sh600293,建筑材料,2025-12-12
sh600295,钢铁,2025-12-12
sh600299,化学制品,2025-12-12
sh600300,饮料制造,2025-12-12
sh600302,专用设备,2025-12-12
sh600303,汽车整车,2025-12-12
sh600305,食品加工制造,2025-12-12
sh600307,钢铁,2025-12-12
sh600308,造纸,2025-12-12
sh600310,电力,2025-12-12
sh600312,电网设备,2025-12-12
sh600313,种植业与林业,2025-12-12
sh600315,美容护理,2025-12-12
sh600318,多元金融,2025-12-12
sh600319,化学原料,2025-12-12
sh600320,专用设备,2025-12-12
sh600322,房地产,2025-12-12
sh600325,房地产,2025-12-12
sh600326,建筑材料,2025-12-12
sh600327,零售,2025-12-12
sh600328,化学原料,2025-12-12
sh600330,电子化学品,2025-12-12
sh600331,农化制品,2025-12-12
sh600332,中药,2025-12-12
sh600333,燃气,2025-12-12
sh600335,汽车服务及其他,2025-12-12
sh600336,白色家电,2025-12-12
sh600337,家居用品,2025-12-12
sh600338,工业金属,2025-12-12
sh600339,油气开采及服务,2025-12-12
sh600340,房地产,2025-12-12
sh600345,通信设备,2025-12-12
sh600346,石油加工贸易,2025-12-12
sh600348,煤炭开采加工,2025-12-12
sh600350,公路铁路运输,2025-12-12
sh600351,中药,2025-12-12
sh600352,化学制品,2025-12-12
sh600353,其他电子,2025-12-12
sh600354,种植业与林业,2025-12-12
sh600356,造纸,2025-12-12
sh600359,种植业与林业,2025-12-12
sh600361,工业金属,2025-12-12
sh600366,金属新材料,2025-12-12
sh600367,化学原料,2025-12-12
sh600368,公路铁路运输,2025-12-12
sh600369,证券,2025-12-12
sh600370,化学纤维,2025-12-12
sh600371,种植业与林业,2025-12-12
sh600372,军工装备,2025-12-12
sh600373,文化传媒,2025-12-12
sh600375,汽车整车,2025-12-12
sh600376,房地产,2025-12-12
sh600377,公路铁路运输,2025-12-12
sh600379,电网设备,2025-12-12
sh600380,化学制药,2025-12-12
sh600382,钢铁,2025-12-12
sh600383,房地产,2025-12-12
sh600386,汽车服务及其他,2025-12-12
sh600388,环保设备,2025-12-12
sh600389,农化制品,2025-12-12
sh600390,多元金融,2025-12-12
sh600391,军工装备,2025-12-12
sh600392,小金属,2025-12-12
sh600395,煤炭开采加工,2025-12-12
sh600396,电力,2025-12-12
sh600397,专用设备,2025-12-12
sh600398,服装家纺,2025-12-12
sh600399,钢铁,2025-12-12
sh600400,服装家纺,2025-12-12
sh600403,煤炭开采加工,2025-12-12
sh600405,其他电源设备,2025-12-12
sh600406,电网设备,2025-12-12
sh600408,煤炭开采加工,2025-12-12
sh600409,化学原料,2025-12-12
sh600410,IT服务,2025-12-12
sh600415,零售,2025-12-12
sh600416,电机,2025-12-12
sh600419,饮料制造,2025-12-12
sh600420,化学制药,2025-12-12
sh600422,中药,2025-12-12
sh600423,化学原料,2025-12-12
sh600425,建筑材料,2025-12-12
sh600426,农化制品,2025-12-12
sh600428,港口航运,2025-12-12
sh600429,饮料制造,2025-12-12
sh600433,造纸,2025-12-12
sh600435,军工装备,2025-12-12
sh600438,光伏设备,2025-12-12
sh600439,服装家纺,2025-12-12
sh600444,专用设备,2025-12-12
sh600446,IT服务,2025-12-12
sh600448,纺织制造,2025-12-12
sh600449,建筑材料,2025-12-12
sh600452,电力,2025-12-12
sh600455,教育,2025-12-12
sh600458,风电设备,2025-12-12
sh600459,小金属,2025-12-12
sh600460,半导体,2025-12-12
sh600461,环境治理,2025-12-12
sh600463,房地产,2025-12-12
sh600467,养殖业,2025-12-12
sh600468,电网设备,2025-12-12
sh600469,汽车零部件,2025-12-12
sh600470,农化制品,2025-12-12
sh600475,电力,2025-12-12
sh600476,IT服务,2025-12-12
sh600477,建筑装饰,2025-12-12
sh600478,电池,2025-12-12
sh600479,中药,2025-12-12
sh600480,汽车零部件,2025-12-12
sh600481,光伏设备,2025-12-12
sh600482,其他电源设备,2025-12-12
sh600483,电力,2025-12-12
sh600487,通信设备,2025-12-12
sh600488,化学制药,2025-12-12
sh600489,贵金属,2025-12-12
sh600490,工业金属,2025-12-12
sh600491,建筑装饰,2025-12-12
sh600495,轨交设备,2025-12-12
sh600496,建筑装饰,2025-12-12
sh600497,工业金属,2025-12-12
sh600498,通信设备,2025-12-12
sh600499,专用设备,2025-12-12
sh600500,化学制品,2025-12-12
sh600501,专用设备,2025-12-12
sh600502,建筑装饰,2025-12-12
sh600503,房地产,2025-12-12
sh600505,电力,2025-12-12
sh600506,石油加工贸易,2025-12-12
sh600507,钢铁,2025-12-12
sh600508,煤炭开采加工,2025-12-12
sh600509,电力,2025-12-12
sh600510,房地产,2025-12-12
sh600511,医药商业,2025-12-12
sh600512,建筑装饰,2025-12-12
sh600513,化学制药,2025-12-12
sh600515,机场航运,2025-12-12
sh600516,钢铁,2025-12-12
sh600517,多元金融,2025-12-12
sh600518,中药,2025-12-12
sh600520,专用设备,2025-12-12
sh600521,化学制药,2025-12-12
sh600522,通信设备,2025-12-12
sh600523,汽车零部件,2025-12-12
sh600526,环保设备,2025-12-12
sh600527,化学纤维,2025-12-12
sh600528,轨交设备,2025-12-12
sh600529,医疗器械,2025-12-12
sh600530,食品加工制造,2025-12-12
sh600531,工业金属,2025-12-12
sh600533,房地产,2025-12-12
sh600535,中药,2025-12-12
sh600537,光伏设备,2025-12-12
sh600538,医疗器械,2025-12-12
sh600539,互联网电商,2025-12-12
sh600540,种植业与林业,2025-12-12
sh600543,饮料制造,2025-12-12
sh600545,专用设备,2025-12-12
sh600546,煤炭开采加工,2025-12-12
sh600548,公路铁路运输,2025-12-12
sh600551,文化传媒,2025-12-12
sh600552,光学光电子,2025-12-12
sh600556,文化传媒,2025-12-12
sh600557,中药,2025-12-12
sh600558,通用设备,2025-12-12
sh600559,白酒,2025-12-12
sh600560,专用设备,2025-12-12
sh600561,公路铁路运输,2025-12-12
sh600562,军工电子,2025-12-12
sh600566,中药,2025-12-12
sh600567,造纸,2025-12-12
sh600569,钢铁,2025-12-12
sh600570,软件开发,2025-12-12
sh600571,软件开发,2025-12-12
sh600572,中药,2025-12-12
sh600573,饮料制造,2025-12-12
sh600575,电力,2025-12-12
sh600576,旅游及酒店,2025-12-12
sh600577,电网设备,2025-12-12
sh600578,电力,2025-12-12
sh600579,专用设备,2025-12-12
sh600581,钢铁,2025-12-12
sh600582,专用设备,2025-12-12
sh600583,油气开采及服务,2025-12-12
sh600585,建筑材料,2025-12-12
sh600586,化学原料,2025-12-12
sh600587,医疗器械,2025-12-12
sh600588,软件开发,2025-12-12
sh600589,IT服务,2025-12-12
sh600590,军工电子,2025-12-12
sh600592,通用设备,2025-12-12
sh600594,中药,2025-12-12
sh600595,工业金属,2025-12-12
sh600596,农化制品,2025-12-12
sh600597,饮料制造,2025-12-12
sh600598,种植业与林业,2025-12-12
sh600601,元件,2025-12-12
sh600602,软件开发,2025-12-12
sh600603,物流,2025-12-12
sh600604,房地产,2025-12-12
sh600605,零售,2025-12-12
sh600606,房地产,2025-12-12
sh600609,汽车零部件,2025-12-12
sh600610,化学原料,2025-12-12
sh600611,公路铁路运输,2025-12-12
sh600613,化学制药,2025-12-12
sh600615,工业金属,2025-12-12
sh600616,饮料制造,2025-12-12
sh600617,燃气,2025-12-12
sh600618,化学原料,2025-12-12
sh600619,白色家电,2025-12-12
sh600620,综合,2025-12-12
sh600621,证券,2025-12-12
sh600622,房地产,2025-12-12
sh600623,化学原料,2025-12-12
sh600626,汽车零部件,2025-12-12
sh600628,零售,2025-12-12
sh600629,建筑装饰,2025-12-12
sh600633,游戏,2025-12-12
sh600635,燃气,2025-12-12
sh600637,文化传媒,2025-12-12
sh600638,房地产,2025-12-12
sh600639,房地产,2025-12-12
sh600640,文化传媒,2025-12-12
sh600641,半导体,2025-12-12
sh600642,电力,2025-12-12
sh600643,多元金融,2025-12-12
sh600644,电力,2025-12-12
sh600645,医疗器械,2025-12-12
sh600648,房地产,2025-12-12
sh600649,房地产,2025-12-12
sh600650,公路铁路运输,2025-12-12
sh600651,汽车零部件,2025-12-12
sh600653,汽车服务及其他,2025-12-12
sh600654,其他社会服务,2025-12-12
sh600655,零售,2025-12-12
sh600657,房地产,2025-12-12
sh600658,房地产,2025-12-12
sh600661,教育,2025-12-12
sh600662,其他社会服务,2025-12-12
sh600663,房地产,2025-12-12
sh600664,化学制药,2025-12-12
sh600665,房地产,2025-12-12
sh600666,电子化学品,2025-12-12
sh600667,建筑装饰,2025-12-12
sh600668,建筑材料,2025-12-12
sh600671,中药,2025-12-12
sh600673,综合,2025-12-12
sh600674,电力,2025-12-12
sh600675,房地产,2025-12-12
sh600676,综合,2025-12-12
sh600678,建筑材料,2025-12-12
sh600679,汽车服务及其他,2025-12-12
sh600681,燃气,2025-12-12
sh600682,综合,2025-12-12
sh600683,房地产,2025-12-12
sh600684,房地产,2025-12-12
sh600685,军工装备,2025-12-12
sh600686,汽车整车,2025-12-12
sh600688,石油加工贸易,2025-12-12
sh600689,综合,2025-12-12
sh600690,白色家电,2025-12-12
sh600691,农化制品,2025-12-12
sh600692,房地产,2025-12-12
sh600693,零售,2025-12-12
sh600694,零售,2025-12-12
sh600697,零售,2025-12-12
sh600698,汽车零部件,2025-12-12
sh600699,汽车零部件,2025-12-12
sh600703,光学光电子,2025-12-12
sh600704,物流,2025-12-12
sh600706,旅游及酒店,2025-12-12
sh600707,光学光电子,2025-12-12
sh600708,房地产,2025-12-12
sh600710,贸易,2025-12-12
sh600711,工业金属,2025-12-12
sh600712,零售,2025-12-12
sh600713,医药商业,2025-12-12
sh600714,化学原料,2025-12-12
sh600715,影视院线,2025-12-12
sh600716,房地产,2025-12-12
sh600717,港口航运,2025-12-12
sh600718,IT服务,2025-12-12
sh600719,电力,2025-12-12
sh600720,建筑装饰,2025-12-12
sh600721,医疗服务,2025-12-12
sh600722,化学原料,2025-12-12
sh600724,房地产,2025-12-12
sh600725,贸易,2025-12-12
sh600726,煤炭开采加工,2025-12-12
sh600727,化学制品,2025-12-12
sh600728,IT服务,2025-12-12
sh600729,零售,2025-12-12
sh600731,农化制品,2025-12-12
sh600732,光伏设备,2025-12-12
sh600733,汽车整车,2025-12-12
sh600734,IT服务,2025-12-12
sh600736,房地产,2025-12-12
sh600737,农产品加工,2025-12-12
sh600738,零售,2025-12-12
sh600739,生物制品,2025-12-12
sh600740,煤炭开采加工,2025-12-12
sh600741,汽车零部件,2025-12-12
sh600742,汽车零部件,2025-12-12
sh600743,零售,2025-12-12
sh600744,电力,2025-12-12
sh600746,化学原料,2025-12-12
sh600748,房地产,2025-12-12
sh600749,旅游及酒店,2025-12-12
sh600750,中药,2025-12-12
sh600751,港口航运,2025-12-12
sh600754,旅游及酒店,2025-12-12
sh600755,物流,2025-12-12
sh600756,IT服务,2025-12-12
sh600757,文化传媒,2025-12-12
sh600758,煤炭开采加工,2025-12-12
sh600759,油气开采及服务,2025-12-12
sh600761,工程机械,2025-12-12
sh600764,军工装备,2025-12-12
sh600765,军工装备,2025-12-12
sh600768,电网设备,2025-12-12
sh600769,环境治理,2025-12-12
sh600770,综合,2025-12-12
sh600771,中药,2025-12-12
sh600773,房地产,2025-12-12
sh600774,化学制药,2025-12-12
sh600775,通信设备,2025-12-12
sh600778,零售,2025-12-12
sh600780,电力,2025-12-12
sh600782,钢铁,2025-12-12
sh600783,多元金融,2025-12-12
sh600784,化学原料,2025-12-12
sh600785,零售,2025-12-12
sh600787,物流,2025-12-12
sh600789,化学制药,2025-12-12
sh600790,零售,2025-12-12
sh600791,房地产,2025-12-12
sh600792,煤炭开采加工,2025-12-12
sh600793,造纸,2025-12-12
sh600794,物流,2025-12-12
sh600795,电力,2025-12-12
sh600796,环境治理,2025-12-12
sh600797,IT服务,2025-12-12
sh600798,港口航运,2025-12-12
sh600800,石油加工贸易,2025-12-12
sh600801,建筑材料,2025-12-12
sh600802,建筑材料,2025-12-12
sh600803,燃气,2025-12-12
sh600805,综合,2025-12-12
sh600807,医疗器械,2025-12-12
sh600808,钢铁,2025-12-12
sh600810,化学纤维,2025-12-12
sh600812,化学制药,2025-12-12
sh600814,零售,2025-12-12
sh600815,工程机械,2025-12-12
sh600816,多元金融,2025-12-12
sh600817,环保设备,2025-12-12
sh600818,汽车服务及其他,2025-12-12
sh600819,建筑材料,2025-12-12
sh600820,建筑装饰,2025-12-12
sh600821,电力,2025-12-12
sh600822,汽车服务及其他,2025-12-12
sh600824,零售,2025-12-12
sh600825,文化传媒,2025-12-12
sh600826,其他社会服务,2025-12-12
sh600827,零售,2025-12-12
sh600828,零售,2025-12-12
sh600829,医药商业,2025-12-12
sh600830,多元金融,2025-12-12
sh600831,文化传媒,2025-12-12
sh600833,医药商业,2025-12-12
sh600834,公路铁路运输,2025-12-12
sh600835,专用设备,2025-12-12
sh600838,零售,2025-12-12
sh600839,黑色家电,2025-12-12
sh600841,汽车零部件,2025-12-12
sh600843,专用设备,2025-12-12
sh600844,化学原料,2025-12-12
sh600845,IT服务,2025-12-12
sh600846,建筑装饰,2025-12-12
sh600847,电池,2025-12-12
sh600848,房地产,2025-12-12
sh600850,IT服务,2025-12-12
sh600851,化学制药,2025-12-12
sh600853,建筑装饰,2025-12-12
sh600854,房地产,2025-12-12
sh600857,零售,2025-12-12
sh600858,零售,2025-12-12
sh600859,零售,2025-12-12
sh600860,通用设备,2025-12-12
sh600861,其他社会服务,2025-12-12
sh600862,军工装备,2025-12-12
sh600863,电力,2025-12-12
sh600864,证券,2025-12-12
sh600866,化学制品,2025-12-12
sh600867,生物制品,2025-12-12
sh600869,电网设备,2025-12-12
sh600871,油气开采及服务,2025-12-12
sh600872,食品加工制造,2025-12-12
sh600873,化学制品,2025-12-12
sh600874,环境治理,2025-12-12
sh600876,光伏设备,2025-12-12
sh600877,半导体,2025-12-12
sh600879,军工装备,2025-12-12
sh600880,教育,2025-12-12
sh600881,综合,2025-12-12
sh600882,饮料制造,2025-12-12
sh600883,种植业与林业,2025-12-12
sh600884,光学光电子,2025-12-12
sh600886,电力,2025-12-12
sh600887,饮料制造,2025-12-12
sh600888,工业金属,2025-12-12
sh600889,化学纤维,2025-12-12
sh600894,专用设备,2025-12-12
sh600897,机场航运,2025-12-12
sh600900,电力,2025-12-12
sh600901,多元金融,2025-12-12
sh600903,燃气,2025-12-12
sh600905,电力,2025-12-12
